Freq_0,Freq_1,Freq_2,Freq_3,Freq_4,Freq_5,Freq_6,Freq_7,Freq_8,Freq_9,Freq_10,Freq_11,Freq_12,Freq_13,Freq_14,Freq_15,Freq_16,Freq_17,Freq_18,Freq_19,Freq_20,Freq_21,Freq_22,Freq_23,Freq_24,Freq_25,Freq_26,Freq_27,Freq_28,Freq_29,Freq_30,Freq_31,Freq_32,Freq_33,Freq_34,Freq_35,Freq_36,Freq_37,Freq_38,Freq_39,Freq_40,Freq_41,Freq_42,Freq_43,Freq_44,Freq_45,Freq_46,Freq_47,Freq_48,Freq_49,Freq_50
inf,2.6281095036265407,19.511162307326487,1.0231972350860872,-1.7550886683270726,3.9433228786839436,1.132788009951085,-5.223869578109671,4.984953730358292,5.712822110781268,3.4132139020519396,-12.457942769209708,0.06903049302602682,-7.355662275192415,1.446444428773205,-23.38373923228808,2.4756333433148896,0.017700167968719427,-4.402256921915438,-0.37668543873654414,5.628617683028381,3.5550019074640318,0.29799467316615136,3.7493471370741744,-0.6993956949817957,-5.198999567609718,0.16319263468918166,4.740085524990441,-3.882710775668585,-2.7143701726807876,-8.206599450376743,1.2608298597450656,0.5231475427398422,-5.984529751609244,-2.2260983284895914,-3.684384559130713,-4.523539344299316,4.907112949200361,2.6602911452270135,1.4938523680065714,0.2234822344113212,-2.0409420410179777,7.170537741373707,8.770494940950101,0.9620462415376991,-14.62453274494731,-2.8281543063076384,-12.04802494864009,0.42891596645586816,-4.05810395259121,-51.34581269641086
inf,5.019379071706609,22.248544632711,5.898563816254075,-13.09457462187509,1.46672127330012,7.982562124511983,6.867129322854801,-2.7716249202057526,6.3057904945171614,6.329699083238623,4.61493583521942,5.666187901893565,5.246604828196169,-2.9326051643591597,1.3385712871928988,2.948261357235502,-2.8135370046865518,3.859349561604745,2.937314225835024,0.10963883118142803,0.647495423971904,-14.650533184784521,5.3451248955604385,1.8489679865329762,-3.206765008762133,1.0259219283644825,1.8928335644569572,3.781260893274059,4.706328308262847,4.193335185570049,-0.4645591634597679,-4.630869245804696,4.961617966796773,9.128588134090265,9.664926961717086,4.655609313775095,5.3293716756594876,8.475553464821836,5.083842355512608,5.20026078534999,2.8675214695593283,4.240130972283879,0.0581010456498845,-8.64841562057255,-1.2779186883036502,0.44412963530993466,1.7989541990732008,-5.1349591628829,-9.959210625534233,-9.802998194248495
inf,-1.2919169316963646,16.590714270464098,9.275721749461507,7.21508526240137,2.368391027493711,-2.1705872015706085,2.630019125715961,4.6134469181175675,-2.7300663706674086,-14.616553554854676,-8.290287472866694,3.853989454330815,7.794211510275531,5.277837058386183,-0.6547258348312681,2.8544725650427623,3.6225002317868658,-2.2472560841884928,-7.184081607416061,2.7477616807910366,8.427377576000097,9.689155867582699,7.9122381490084095,1.2097213428658193,-7.997252169206853,7.716279813457589,8.78432933851235,3.9885866043722658,0.5447551954995262,2.6182269785613244,-2.0285832185026536,-4.481882771751913,-4.04396779857224,0.10115562807749257,3.963519571973876,4.263761106829023,6.894806231974442,1.3329357034964104,-2.790190695465533,3.3952608209834025,4.651255246516854,-8.31494056759427,-0.9481952638558937,-7.4041531070031965,0.8936579691474407,5.554396407419723,1.152229446642167,1.6513624672804568,-3.7827598773765985,-0.8296385012926564
inf,4.842860224005573,21.7983384960395,8.661326020194043,-20.1558800604656,4.670198894237938,2.4991254125084623,3.669231086404878,-3.971287304050577,3.069908134074943,0.23675231465206537,1.380974563067447,0.2888054564948561,-1.825738291249344,-1.7071084295989891,-7.366546881645263,-6.963873250826076,-4.154368379510778,-3.207452186548508,3.864759800849029,4.453895903776996,-1.9777744949694025,5.980700379618291,8.032732431921836,2.390799412453177,4.80469380573949,4.2632476451576835,-2.6336048078126097,3.822236967372909,-1.3997062804139944,1.3612571853786335,5.39668172621311,5.113845573337315,3.2140049957446664,2.7972246224226254,1.4762150995841452,3.007483296927532,0.6223680701121879,6.1553613034781165,7.25238175472456,4.7740606856644945,0.5437829064032798,5.806275362865549,7.274113566203759,-19.738758811055476,2.2735223460713314,-6.038593632196083,4.684449083313787,3.9803853847060253,1.663652262916088,-5.0555887475265
inf,-4.264429291476013,13.35389489972069,2.4381445208431636,-1.3464533385308783,-2.637839186158967,-7.091099631663237,-2.5780487748917693,2.7778231877601485,-4.315135329921439,0.9027001589263648,6.062953464374221,-1.285735982662871,-0.5119923456901532,3.997834095346782,2.2962876374990913,3.076975551526843,6.616894505574777,1.8614305525602433,-3.0291679347706477,-0.10662480118087814,-5.46143731403167,-4.546245850163274,-1.103877854081297,4.04273606504735,6.158381291511233,5.628953409617665,2.298893066553724,-1.9992439205186372,-0.868433041080003,1.976377075890852,2.147504715847653,-0.28694813374908534,-3.6673561948945945,-2.5549560386612455,-3.2083555465016644,4.918074230201071,4.829168419331388,-3.284121649523385,0.06031969601667697,-1.3159595440427196,-6.881780158032306,0.5607137723366122,5.621621904830555,-0.15127263935939794,1.8157228498881324,-7.227584539457453,-10.077881524175936,5.643864030081062,9.947213407795573,8.620956740781217
inf,-1.4313075667295387,15.474986756667674,5.469430918271605,2.152578279888182,1.999694557102849,-1.648087187060117,-16.35321577099571,0.6882774728040175,-3.5627613561793723,4.004977858344606,0.8488883128471088,0.16579061783954785,1.5699669412648873,3.705130740292965,-0.901398523256411,-0.903477056650317,-7.667041089504259,1.0056838355286857,2.5446003455313573,4.913805111238048,7.264701000313153,0.6713854402489687,7.848298707385851,8.840126734954474,0.3677918756207177,-11.599757373299163,-0.7074468130024769,1.2948538098335334,-2.54830326222217,-2.8491399926287357,0.7951036668087568,7.454995185443018,3.0702576490557973,1.4240458870679973,2.595504855972166,3.9447469914051396,5.070550894001364,-0.6045420263165511,4.67595445112628,4.741873359669093,5.139043881260946,2.726109514988117,-3.45089131014835,-5.423873026306339,3.269381300583788,7.50061787406181,7.590043478050227,8.41501696296271,6.633285813775309,-18.175333478562393
inf,1.9709354371971697,16.273040315778438,2.2293496873974803,2.1484002084276206,-8.166873754485866,-5.382718282176366,-1.9326554150364288,7.186195970617415,3.6151237225777884,0.6159079129474989,4.649408476325256,4.824513573382134,-2.7577675022508643,-2.7377331416959763,-0.9675318323245037,-2.6274655456163742,5.731159399138988,2.4408762700648197,8.558510594067386,6.758868828703797,5.884045431380372,-1.4886733275536983,0.20339656570664033,-2.3689703142690988,6.253043268317491,6.067737949378952,1.5974709861323007,-4.664858197668245,2.978909551190121,0.5499947597750108,-4.534622799740795,6.003786971064443,6.938059328291928,-0.7190050958030838,-0.5448926257188518,1.3513763968461703,-9.214529262628552,2.38901960258125,3.910378106078042,-3.1859888274190453,1.8636406326378392,1.6072021643725591,0.9145277328976249,4.326347538189296,-1.8699246413786241,1.191686903847966,-2.543302810140254,3.35663144282789,6.237759042059594,-0.016859226507833114
inf,4.001856064182728,20.46007245540252,8.243477020711122,5.591187798784212,8.61679896958557,-0.9146079778448417,2.7882229603721704,3.7921881365159607,4.21015102185606,-0.07855734665535152,-11.468743440182301,4.405352912293601,5.765511095574006,2.5467760988551404,-8.094596666283167,-3.097011232678696,-1.4524102023086485,-13.985351473871852,-0.3465928365512525,3.5639993918564983,4.6483784126710574,3.883249877352661,-1.0199178173761325,-1.8862772220014676,0.5723938030501188,-3.1399388431290376,4.9486817302264186,-5.3882015843885895,5.876024761152024,2.8827607142456415,-4.0768231610396555,3.322893006141591,3.520130271365794,-0.35799636035294924,-4.073313829526747,-7.1859524568421875,4.735007263919165,3.2955797242528746,6.647585681298473,9.095927465041946,2.060625079161916,4.904236946677251,-4.83167857780164,-5.068250311058925,-3.2898672652294962,-2.409125512579422,-14.594699543532428,3.7640230544556204,-1.6671934820879883,-0.07931970882778216
inf,-3.334942757575543,15.434225940798093,7.078438101451592,-1.548162329028358,2.6211034571315786,6.540385468193936,8.813681155274427,-4.456270058666874,-4.621405241012994,-10.534875048030301,-2.161037321271273,-19.441338058897202,1.776089594940565,5.6567082393389825,3.362452798868702,-1.4413391369926742,-10.631197505244693,-0.04278701578397204,7.391249619736847,7.4514495549492565,9.169209508132354,2.791674408117089,3.884562677618142,-8.262683955882515,-2.0944344724962605,-10.361352592455638,2.1338350400564465,-1.1789625715685617,-9.152348463444788,-6.358108059356709,-19.281897349351418,-15.5263136739908,3.7748551146424347,3.3400053059976216,0.9676448629535699,2.9145808492449206,-2.7585245890468144,2.936243066891997,-0.022378130852700906,-7.435055419387943,0.5904345298752034,4.07164848891712,3.1414296890656033,6.321797366042382,7.761354742427429,4.410988279978447,-3.8504458160769843,-0.5021020534273433,-6.172136478491943,-10.507307848783725
inf,1.879837464762827,19.63763923036861,6.374888539957418,1.7732787254060298,2.85738095734715,-4.508830127867693,-8.385344309186884,0.2863214022734297,1.099645058596387,-1.5797768895440072,0.1333901409767293,2.099003521716817,1.024969593603025,-7.988908719145719,-0.8243862992106088,-17.665959262657033,4.761814270886795,6.57825021249171,4.887160828358461,-0.608223245259353,2.2488037220756496,5.399515399733048,7.197567307926782,5.33352239804708,2.611063830987007,5.925470955353319,5.491490162397469,7.669586700539369,4.44731986119946,2.3973158868629696,1.8074985285149836,4.228648428891908,7.974638086708509,-3.2500778912387958,-0.27522082888674504,-17.111779937312917,3.7061333372611713,5.419611427131706,-7.290362477531652,-6.5858328179992895,-2.8178502659219262,2.4421385985961948,-4.511872227438182,4.849935329482392,-1.3327664932254777,2.853937967003226,8.00500697848549,3.5833551156075316,5.406746350615194,4.883512974045608
