Freq_0,Freq_1,Freq_2,Freq_3,Freq_4,Freq_5,Freq_6,Freq_7,Freq_8,Freq_9,Freq_10,Freq_11,Freq_12,Freq_13,Freq_14,Freq_15,Freq_16,Freq_17,Freq_18,Freq_19,Freq_20,Freq_21,Freq_22,Freq_23,Freq_24,Freq_25
inf,19.30136526691984,10.14856769189753,-2.0772342180218537,-7.208691532069878,-1.4357102847026084,-0.8547573650090641,9.522103500189878,5.7316532957595,4.275887103248799,3.7161095158314126,6.342956767169717,-7.088617639024932,4.480086349158761,4.489131524092734,-4.493579079990845,5.696193160939359,-5.454829762371148,9.14085024287067,3.052009684802961,8.140900262980715,-10.616286235056258,9.286479128121577,-4.832964917615243,6.505368111715171,-0.6244700308493094
inf,18.805359645175464,12.578501711998161,-0.2361488976708479,4.1667481197981076,0.6441645993257765,-7.931695762966541,-3.693909093049072,7.599078872358927,5.250963716668075,-4.417506947574118,7.260525213430576,8.016741000853145,3.210573863803667,-1.1227206531346354,0.16017875931228787,2.092149134803286,3.5198102667098894,-3.993212137774357,7.408864775979978,1.051462864047302,-3.6534168935219498,-4.6461402416475295,-0.5331107239567956,5.558243445024473,-5.285295965945089
inf,9.747712497488777,-0.46997752506509727,2.649645238437273,0.49860239638699255,5.213299661943914,5.843582194935262,-3.3554055475609914,-4.083364707373271,-1.3490356167973658,-3.078372743611297,-0.032752272638902014,8.795690100601583,6.600282382180978,4.053485477784129,-1.0091272095065023,-1.5737880662523054,4.289606762824455,-0.6392571013210571,2.022304065267285,7.388776004091021,2.393235444915895,2.540492756108037,3.886153594324533,5.7419477652880815,1.7004526223285907
inf,16.576525836157934,9.933321108373345,-5.700611261137144,4.2114479711459225,4.924600634267659,0.7346984741121148,-4.932782454704771,-2.9714248591599812,3.8976970515539975,7.613427007629362,4.344018723805597,8.088884540534636,3.057833290669606,3.6365060721062363,4.166981644733973,-3.417418633450353,4.339352345150665,2.8065329347155767,4.633454296186407,-2.6326754466145417,4.054402188489142,6.7381517914780105,5.444949914920031,1.7464613204815436,-0.9339171753888067
inf,12.917336050962499,5.271800187733554,-7.843783414891785,1.8225697073569194,3.3288270112440586,2.264310339775477,8.409994781340707,8.67173625720342,3.5554274486224244,-1.4512262018266782,-10.701086784730137,-0.3754722128292656,-1.3229113162813064,-7.355295324862254,-6.266355612622029,2.5554350082991775,1.2713813999434862,6.82796938776373,1.8422076518281827,-3.1785602704518396,7.083480131437639,-0.5869138130973681,1.6129232474799338,4.750431339805431,10.757968288026191
inf,11.598435079981845,7.642667901473214,2.262429458914905,2.979458308828413,0.7997251551858184,0.13479437366657265,1.4872174619413698,-1.0568441318389645,2.064143708354962,-7.901800274032311,-4.640434428249442,-1.7300192763624338,-5.015634138478553,-4.5098712216391945,3.8572450596947334,1.2836870815121557,2.951180819837596,-3.0456891625544316,-7.3979784818210845,1.624526356261974,-2.3797718355350597,-1.127823176302826,-5.652004904782871,0.11761041883613643,4.460502354776295
inf,17.628731618016594,13.773455039270669,-7.976748207121059,8.268086447555078,8.590518707563788,5.316945905426017,-2.1288586824738545,5.904274805737302,7.609308207865439,3.0259636373426417,3.835489929956367,7.262975912283423,8.933794803107219,-0.551412752247856,-0.23885966957790572,-0.8362340130502375,-4.004985582507516,2.6212327453309854,-0.2395918970647628,3.663908633884553,4.363321855210749,3.615552358678137,-0.12973602172603194,3.9813555586346467,-7.119493372004641
inf,16.34617058092782,9.037462537226023,8.299660367236822,-10.392074789536082,4.181807709328886,7.381891460210664,0.16759280332247073,-2.75396102601006,-3.587220947678013,-2.094140786808289,-4.276772380037514,5.801470614141074,4.578664177680693,9.407662862288554,-1.6456529914402722,-13.512018553925245,4.366481065271024,5.858992627536971,8.187171423780512,10.953933342593615,9.132566127468955,-2.057737720907866,5.913035857127596,3.154958786366805,4.798698749929123
inf,12.151831878827682,7.591302568266713,6.119619233612003,6.256753835605224,-1.8123267170945567,-5.867334412668029,1.996101130990759,3.9065658833271755,2.3397346101778353,3.0252828859327607,6.76795266718311,-1.684843903470039,0.6327196537495681,3.883321457698912,1.0692397079322973,-2.9002906609005734,1.739456435397578,4.911159922655287,5.585990107842541,-5.605355449313059,-7.497696303337335,4.323345540060629,5.694073770286437,3.5283118798129323,-6.239485279892804
inf,17.107483675701967,8.159900661714637,-7.797686296438325,3.6577896949486437,6.792260495250602,6.638255548588543,4.6739321534995995,3.05284527741545,8.022137375886729,6.4006711119949316,4.401589377236547,-4.0137615977964956,2.5351248667850044,-9.201844712193221,10.560645775576624,6.703245414625492,9.824680138886457,3.7666453393116868,8.91017432911898,-0.6134682307505699,-4.350872080265972,9.119425294922074,-2.0724928283574258,7.059197678156217,-6.800061093818641
