Freq_0,Freq_1,Freq_2,Freq_3,Freq_4,Freq_5,Freq_6,Freq_7,Freq_8,Freq_9,Freq_10,Freq_11,Freq_12,Freq_13,Freq_14,Freq_15,Freq_16,Freq_17,Freq_18,Freq_19,Freq_20,Freq_21,Freq_22,Freq_23,Freq_24,Freq_25
inf,18.597563718992774,13.55980715914843,-6.1326568548137566,0.5966898490565882,-23.703331878750966,4.957774537659155,7.012248125543785,6.479446969554893,2.0675431510063547,4.274181464655371,3.905700469013638,-2.1913456319018536,1.061110418297453,1.032600143217472,-3.6291514747806772,0.1216389271117535,1.422871832709724,5.255381816400472,6.687819575872098,5.304446915031825,3.4652253353489684,4.738678899487809,0.22812251443352238,-1.5174966623112667,-15.658765835737782
inf,18.224863996802164,14.626608927679172,3.6430066565485753,2.8786643937246623,0.8554408455515627,-11.341132365335014,-6.7814526647929085,6.513161272371143,5.705113471777743,-10.443839477382461,5.239809445234933,9.447411280748874,0.35111372833728893,-9.30099807284261,-10.513045711953538,-2.1991151667633204,3.0343531386303724,2.3454717601035924,4.5455040707015755,-7.066429197935996,-1.264656186722668,-6.714649248338077,-3.0579180453966757,1.3152388592576045,0.9337235514735198
inf,9.040725750138751,0.7673339381390782,3.6152168012048023,2.086673640715137,4.518442321703116,6.006703486475981,-2.8928304788277472,-7.695362774504659,-0.7283270061041449,-3.6985143331002206,-0.9518022662936048,8.54077459863258,7.023403955538555,2.3417428440909234,1.6178753025787742,-3.1347644992289716,3.254654889670256,1.978783834822508,0.8907881190062596,6.1512346215181495,3.7330306748022437,0.4820071698315971,5.035674291979731,4.489583511910496,3.3567990564888603
inf,15.990309273716889,12.11379942111023,-2.970323741782334,4.077338431085664,4.312986512696483,2.352329724729934,-9.39855131067992,-1.4829532608443898,3.226328638697396,8.132304287819892,4.030552628625102,7.128687578444115,4.473465420738272,3.7011543809658036,3.6290865599263142,-0.7782708663375004,2.942805528976706,2.616181574663429,5.066346390157307,-3.3731851110456574,3.516734506746637,6.685036984702265,6.074827924650698,1.4641484345031586,-3.7554338834321968
inf,12.26115536160609,7.820765316174725,-1.9784711114496751,-1.3761720141463414,5.604020201509744,-1.3513971993791358,6.671681855597498,10.020314734605634,1.4156101529056144,-7.191268730840548,-12.599749101173543,-2.1306649930987973,-6.654584951764392,-8.871294604437935,-10.665708378329327,0.9602011454015624,1.806672606628787,4.964137617967587,4.402760019521345,-1.2259807366566875,5.1898589136267645,2.7672580129647386,-3.635847849958303,7.5749962497997245,9.169899543727475
inf,11.0404273334447,9.31994679495103,0.5460679799755468,4.294612440491054,-0.347982367162615,0.5943569525485515,-1.4330235550647359,1.13268335668932,-0.32651852063531805,-8.40593907848919,-4.974047135953043,-0.8422832908702347,-6.406712088127037,-4.719709627544077,2.5998971835560383,3.050585239981551,1.9425867932605598,-2.330575841109578,-4.349432595795243,0.3729407621257437,-0.291473902218236,-3.0170854151087525,-4.793087179858318,0.8341808673808231,3.439797637971651
inf,17.12405876439928,15.220759125254794,-3.3932652028946713,7.281035137535987,9.526210711286009,4.470354095682211,0.44855364984614,5.0457028492485065,8.322995724496643,1.925929004821377,2.5538708934199548,8.189288108096932,8.493682952614378,-0.5292159577700701,-1.2397937714760374,1.203971805952186,-10.542517290221326,-0.83980160950086,-4.459455381207285,5.297879073366438,3.2235371215811526,3.827619860682404,0.8682559459588504,1.6069955155379745,-1.986098348733364
inf,15.669320232574954,11.938841154424402,5.77349224864038,0.30682269824290387,6.768537214298256,4.348245373107368,-5.842979914048001,-3.730444960739149,-3.6853855251252767,-12.974876654920791,-4.306631731429064,2.204655726131527,7.728882595684411,7.07717560638639,0.584498350563436,-5.180382139498782,1.612166257732767,5.059420755986622,7.8787730811419365,11.13252599713578,8.466495709039222,-12.236127812233072,4.995340100637748,2.4767998798424458,-0.8567151565872848
inf,11.606645522251817,9.310067628797484,5.874946556098937,6.398600821589515,0.07489360210970375,-11.166353022591117,0.6572470331034523,4.9091582723116005,1.6775679210600103,3.932552357030218,6.290682965011413,-0.021473365516122556,0.05854972410886461,4.300426408126938,0.2971808185265914,-3.3632616776868574,1.2633280946010004,5.399900502231169,5.099783486585167,-2.919625350388735,-5.954920424690876,3.9591239722803664,6.032310338088465,3.1541032595975054,-4.0156925483668715
inf,16.42425694132737,11.422851435856042,0.8746200215820856,1.2212925828782453,5.945417104487838,8.594198561822306,0.9644919823406894,-0.10665827411315831,4.8369885831443895,8.832261519897415,1.2433670570672604,-3.3122876508775505,-0.5871317262047029,-1.1544855471819488,8.706147850158644,9.168333404899244,7.55456896109844,6.7718240748804135,6.5324035835801695,0.24680001812500763,3.2270768374625973,5.5724077491107735,2.284089484402358,2.4805204289044056,1.7713255735769735
