Freq_12,Freq_30,Freq_50,Freq_80
7.692856700653533,-2.4643569004574446,-10.10313706318728,-12.458948554145724
5.495327008649889,-12.16125614397309,-26.01305594750044,-28.91465130170205
8.442010727408917,0.7883099648578709,-9.231031053544895,-15.171185426135736
7.227482287973157,-4.481233963639497,-5.742676410447951,-19.225637149760022
0.5272109297276502,-0.9805908663602447,-13.493117735618448,-19.239179485408275
8.985037508268409,-16.23488529205126,-10.214882971301545,-20.723594816713813
6.6927063150658395,-4.330224015612229,-11.117518876206592,-14.890481343710633
7.610788927027347,-2.0501509636391204,-7.370231525383076,-16.567775980277794
8.057447072695776,-7.151683504380815,-9.96895976945465,-19.22202378424082
5.180193202458907,-12.432569585036685,-6.1279384211332335,-11.498747006753813
7.931728467410429,-5.723308254204431,-16.904695078423384,-13.456813641700439
7.597787013989575,-7.465574484549421,-9.063337325892398,-13.698252083666244
8.289807050599197,-7.183482795448736,-3.9020639243132025,-12.914144973633213
4.777208589526947,-0.04118032833750851,-16.891948379918873,-27.525020191833413
0.7009525644817609,-4.320386885607329,-22.176920353536744,-8.162896942993335
-8.368104735035484,-11.200385920548454,-11.800193888057178,-15.972882840697565
0.8515802792965959,-7.854087343483464,-8.82430953487587,-13.00491841227186
-0.4303357584254237,0.24831221004697834,-6.823670209805492,-17.873190446400038
10.893477005489258,-3.319759873265832,-23.473867467048567,-18.72126250025772
3.719116544985678,-1.081498884526375,-2.9173770260238077,-8.727810317156273
-1.7725053446655625,-10.442706969716346,-9.420873609237264,-16.250962840625917
4.48818841068854,-6.644162653906289,-6.712175411698325,-12.332101409615102
-3.9751568426449584,1.2635938878217339,-5.390250993841413,-15.841192812118386
3.414327211489643,-5.356723031164297,-11.515055687386983,-11.571639606860199
-1.745351970101125,-10.026935138742827,-6.741271500059106,-26.647827101549808
4.412183310683172,-4.31575108294315,-6.01924899615746,-19.187334638312592
4.4331772691272775,-4.551045390996546,-7.641019022838076,-8.036439244998977
1.8074091879946215,-2.504270674822729,-12.9430486773682,-21.19653988106925
3.9516827808850365,-17.020120688903834,-4.493608165765814,-10.310178407429344
3.0307226935465947,-1.9076403165384979,-11.681648055521917,-14.059685640785833
12.01509527335621,-2.8736188328293486,-15.99415023967854,-19.2182604225812
4.185056688612148,-9.475300917835733,-2.461225837541915,-13.794915883916822
-2.5373698403477487,-7.748657667517948,-16.42853890779983,-16.716126845699925
0.6209853350209049,-6.070661173051468,-10.660999920065098,-13.796838765174058
5.645015798961403,-7.136784792340251,-17.57572194686039,-30.93670271911632
5.77116351836701,-17.694541056590836,-9.387708164655454,-11.506989158355008
5.898136201040392,-5.4380140127825864,-8.793356327760122,-11.41509515829554
6.472103399328155,-10.299479937429249,-15.073827982717788,-12.972986982742317
2.296954610328713,-3.326885871937797,-19.621971743311686,-12.186771789502007
8.276950038734816,-0.3983730202038642,-7.424055406112709,-15.51573103606
-4.154532209971072,-3.361651493227989,-5.6778544655205785,-17.302786318711163
11.587189755654059,-8.610347815257162,-20.29145523315934,-15.789046814061795
3.507122417030105,-4.659616713655614,-21.294666918864024,-9.510714459261067
4.568338661606621,0.06889806799977372,-11.474668969558621,-18.559256484405083
1.9131000847822626,0.023795154815566377,-9.35420717154253,-18.83576919672574
4.24792017269286,-5.151599497793065,-3.487553628814229,-36.689979238452445
1.3515287787028394,-3.932422001693571,-13.20101028249439,-16.676900766847954
6.755019289602612,-4.029308336707906,-1.7949271764842742,-10.190017664226843
3.726323075883567,-27.99387302182874,-6.513800726448471,-12.786523598437878
4.302118450453031,-4.527585660330585,-39.44749482273805,-13.5995989880646
-13.708614766571127,-6.3431488810887835,-30.52474365305254,-16.747083159733585
-0.10851865525812343,-16.9827076611413,-19.439988869597897,-19.407831420531085
7.1979556163232115,-15.23855609184106,-9.289441392878228,-10.847899394017695
8.23128453201016,1.576064355898938,-6.330308574490033,-16.76893431605281
8.131190560131188,-5.612603856576964,-5.456987480951245,-11.76714656873111
-18.07669041822429,-6.798007612965987,-8.729290975842002,-13.32689633021118
6.4576252166129375,-11.666342857819268,-13.43371794397012,-20.663488198178296
6.70661164103266,0.17405569419609268,-11.232592840755736,-14.42009236250665
9.232721444352038,-6.810453582430524,-9.643397800010586,-12.423135284467541
-11.727688722190823,-24.46898069521552,-8.022032710369158,-13.296894514594644
5.357129499529666,-6.288547424598242,-14.12256927260248,-22.939466946666897
-0.6455470883155447,-0.35712115789398124,-14.165904689809008,-14.04564082156616
-1.4406371522858041,3.6192155642652613,-20.122706959632353,-10.312523149440974
-2.873068923114168,-2.60289492995932,-3.970025676321384,-16.690479731093255
2.6764546590950196,-6.202804370810927,-6.225414145612044,-8.538414975983365
3.8754438710807713,-9.961530985618701,-9.799812762941531,-31.280738889474023
-3.9214742092965604,-12.092450039655203,-7.023591952311559,-14.316448061554205
7.393941576610972,-14.76205392880515,-4.601231646843697,-17.415591936117476
11.344470484755583,-6.522503959572608,-3.7137400043449653,-7.009788594589206
12.583660953868577,-8.977766674163615,-13.522110844822055,-19.248103226852827
-2.509886892937316,-1.382803803387651,-7.861074119820941,-11.621974339277077
6.187118514876024,-21.41566422913987,-13.674754610629417,-10.955589201846266
5.267509973538301,-5.937897372558172,-25.491589540204778,-9.92004505248497
7.331696835785333,-9.348325215089295,-12.54078980043812,-12.494563735635378
5.355425124526913,-5.638960545561806,-10.720920692317382,-18.97751416968234
7.084401514713372,-4.175973226093809,-10.149769444338935,-20.32789748370015
-1.088790319763783,-1.5635829998702966,-10.696906968594337,-8.089226865480938
4.632932736091655,-3.2599722850030406,-21.81003864704778,-16.447185280767435
-4.022855613004779,-13.409860556265594,-5.869452149265626,-23.702411555436107
-4.72259930938825,-5.642962096916801,-15.863876018384563,-37.23082542882139
5.057376061560768,-10.613858748002535,-7.336562772530582,-10.726234059158323
4.4866514244273805,-4.689908424224527,-6.053852057001951,-16.738179993473654
6.97677733162105,-7.1420931485238,-4.587686741430783,-16.241567718489158
12.594338013545755,-10.90070983354356,-10.516597208893906,-28.492532141577964
3.7487867650812925,-8.026763871601707,-7.305470018353828,-14.086587711522395
9.177903344195322,-15.201298451021975,-2.203298582049443,-9.902111531967797
