Freq_0,Freq_1,Freq_2,Freq_3,Freq_4,Freq_5,Freq_6,Freq_7,Freq_8,Freq_9,Freq_10,Freq_11,Freq_12,Freq_13,Freq_14,Freq_15,Freq_16,Freq_17,Freq_18,Freq_19,Freq_20,Freq_21,Freq_22,Freq_23,Freq_24,Freq_25,Freq_26,Freq_27,Freq_28,Freq_29,Freq_30,Freq_31,Freq_32,Freq_33,Freq_34,Freq_35,Freq_36,Freq_37,Freq_38,Freq_39,Freq_40,Freq_41,Freq_42,Freq_43,Freq_44,Freq_45,Freq_46,Freq_47,Freq_48,Freq_49
inf,-3.3915159064285585,14.080037054709907,17.171124339525704,15.455548828446396,4.928168305321687,2.002042152895079,3.548151269780483,4.180715308502258,1.7812786701603613,0.5730264382136099,0.7042149147506507,0.7993028930118129,-0.025273621118117262,3.3209517129308352,4.120946789046883,3.992802355341105,0.8406919003521196,2.244499734160179,0.47019257428437555,0.7312025443035566,0.8066101649484594,1.3634468277183203,1.0662094208234194,0.49399088592170415,-2.159169871536122,0.40868005744217584,1.8331851649401045,3.075222385408047,2.3729719984756628,4.3392258578364675,3.4162184711035977,1.8340424506322464,0.36331077699095715,1.4299541096999135,3.4553220947471814,3.5563698205704384,1.9999690175374099,1.9848688223883784,1.8705703099852542,0.5583416632472336,4.292255250720281,5.7238355754820205,4.713818965424586,4.2436151875978325,5.132811809370011,1.0180612973399406,1.815362855442018,2.4416262384464744,3.4377943164229094
inf,-1.2734958035425064,17.140467073946724,19.373198401644693,17.957502092877696,3.980363143102487,2.5317132429074682,1.8796757282375829,3.9979588359055533,4.6011814301185545,0.3720682719162838,3.722809519926116,5.172837715505281,4.738905912143082,6.5806684290521495,6.239184459055217,2.6666028488303084,2.0902041045691817,1.8360992679805364,2.021590228570929,3.466113381794777,4.615552149862758,3.451573979353867,1.0715805577348405,1.5292349395788989,1.1705558410139716,1.692280998739001,2.1221699710661355,2.9386926205127395,2.9916375009228915,3.02092778894,2.049812542901286,1.9394573043268437,2.3371615163857626,2.564312188472428,2.2080827391866578,5.650015485859093,5.792814248055585,5.726363484803137,5.502885682228111,5.9841805375974175,1.7747785686568704,2.3783196850274777,0.028175963499528223,2.531932879643392,2.9479548009123846,4.018891061264007,4.2108805931143465,1.8509568413054183,0.7419666931134046
inf,-7.533902797002705,10.344161128661515,13.243758606626356,12.360121423758269,3.5133751621712506,4.546262391551423,1.3657581350201653,-1.578436890521239,-0.14311140181619209,2.5224440918000255,-0.12957925823655358,2.763891297008719,3.689892540534885,3.8585609716796867,3.2205446230900066,1.739743157772459,-0.025661877134844246,-0.10939548470103944,2.2557189017239807,0.7707059891675101,1.3421070266139594,2.356823448839613,3.3515963044133628,2.441383910034993,3.5018048731066287,0.5421613323766508,1.6231181976356694,4.237911195389081,4.384045507905,2.4282154203292023,2.7588860506142723,1.8693584999255606,-0.21575656302367463,2.220911999378032,2.2232450496350253,1.0492411218754185,0.7028275341647472,2.163495204816776,1.842956395704256,1.243519798769384,-0.9356434835552463,-0.2317457225452202,2.1229215117324003,2.786968769510054,3.620362632109021,1.8509502582511317,1.0296481353492553,2.2512154326367693,0.30841711185515663
inf,-1.251068625586039,17.11364303930964,19.14469099259589,16.164915728904646,1.7008434046155152,4.626956153330159,5.405343173629362,4.364050119906548,5.036654889886567,3.723340289525538,2.3472622786499997,-1.1495295225146833,-0.6280100939353659,-2.1750036543979263,0.07193936033781512,-1.7132377097793139,1.0388587215379061,1.1797001087141155,0.2084918789184016,0.1355336024732594,2.026563908381746,2.015165859248505,2.3729074415486764,2.58825545682177,2.2103179937489443,2.62104274431951,2.121771263927293,1.0477339515850304,1.4758597466999461,1.9388065390359799,1.4850693847289236,0.6990907643299238,1.6918495995695864,-0.8710926859709005,-0.6758182557062895,2.3072914697433973,2.4886952130270075,2.8492438256868837,2.470129805468247,2.5740198042060527,0.9509674408513078,2.352483701165191,1.2355260779910182,1.8857946761513702,3.9122114797104075,1.0321898346334137,1.8591587235171616,1.9051179792076098,2.4613224383552748
inf,-10.326489490919668,7.745196418667351,10.5850991001697,9.568621047150394,-2.266429131231643,-0.30068977460307167,-2.235344299447405,-1.092374345952905,0.32939957594541625,1.6520776541115367,-1.3492293330961544,2.004069804860748,3.829475511854163,1.5165695827459373,1.6035282709190284,2.2033600045020663,-0.4580648619249814,-0.923830765769118,0.356882510483409,-6.056980824655099,-3.9373249449855123,-3.3835340061625985,-1.622264604944327,1.3656303081498251,2.3405528979325325,2.7634104092974425,3.0096998667611317,2.5235340100870047,-0.20170532126533658,-2.6533984820856276,-2.1805074895154632,0.012636986247606785,-1.1538076347475297,1.081295603891057,1.134287866391901,0.9625455925556423,0.5808678870518023,0.3432393307892809,-1.1149160294550526,-0.015470646311598557,0.5847470673959378,-0.11519388754906856,0.30061557564326336,-1.3247274368218314,-2.0985659703025163,1.4194637855563386,0.12638406225987353,4.661770801078525,5.695518346691145
inf,-7.506686873571878,10.08909434973037,12.87281735101276,11.598474808936004,2.225939203423433,-0.5353134484863808,-2.9359939450856984,-0.4061585135927146,-2.443955984716048,-1.49348983687441,-1.8078208724615124,-0.45207928698111743,-0.9451338942266716,-1.0125689498892285,-2.5968675714141654,-2.0800975955881142,-2.673547684324568,-4.901538029792803,1.298108301121026,3.6403212453604894,4.624046731773291,4.452372868781673,4.961964515810543,2.6552636241567242,1.8861572331647238,2.019033225503101,-4.42392644225702,-3.75907507469244,-2.4514565836071895,0.6739800973469485,-0.0409313084081262,-0.31923221720166595,0.953668361136863,1.6467957699156486,-0.9059121602262081,-2.196361289480521,0.7999733317822191,2.92491721697688,3.0309922538530643,3.990696750833955,3.534266808179787,2.1311390596255535,-2.117938870767908,-0.7117522248582517,-1.2565036655425317,1.313041068756391,1.7490414358713338,1.6751280572147778,0.7835024484468391
inf,-2.861693930451812,15.89085489664495,17.531476988092148,11.397126965768408,1.643454675108071,-1.0460477781925697,-1.8968504436577263,0.9980953021778447,1.890611458900871,3.143238206108119,2.4591402819937187,-0.6549030426877636,-1.6371414723961593,-2.423954246387389,-1.301241731003337,0.8194942413529773,2.3326335449434055,2.9503175897557057,3.257721438559024,1.7338163908138284,1.7309391014959061,0.28722888061891183,0.7483667548162387,1.3494878040471932,0.9834292042825581,1.3607640731952486,1.2070213807525434,-0.08748012359782109,-1.2776404428674724,-2.5777193414008295,-0.9140542769032436,-0.9239858298562282,-0.9671119810477649,-0.1354362551828885,0.7408437551252973,-2.5091046770313667,-0.2334960649063973,0.12484607734718622,-0.2958553528695873,-0.016190577835914155,1.697121969646254,-0.11189893156681308,-0.3738636898651535,0.9721630817650322,-0.07691280458098504,2.3817928273645634,0.6997858552779448,1.0572417196688946,1.1235047501413717
inf,-2.039053717026951,15.224040417477294,18.21605780653215,14.951612220233493,3.1847663081220965,4.386459450150465,4.778678379401857,4.26864652334266,2.470085703296668,0.8398882493613655,1.0329488729699605,0.6248713618386148,-0.969034064565129,-1.3095834285071035,0.7069874801720175,-0.4830069481884678,-0.851518373856301,0.4447683185793423,-2.2841468336729776,-0.7830733076774479,0.29612431730025435,-0.4534468408773833,-0.0793527504376641,1.1429882724162894,-1.8200565363666144,-1.4294369612220592,1.5453055003819358,1.6294229805476306,2.1039339936609167,1.4941495764489474,0.3479088893916824,-0.04035534827064424,0.0632988507729948,-0.9580192711555142,-1.8207648982009275,0.3345749197564203,3.5946385933750022,3.114821769123978,2.868110393354222,4.623750307778259,3.28713305963705,3.6040628151797236,0.08456474525925017,0.4685743849852173,1.556434530618489,3.5048232382083597,3.730262002758103,2.082487991480363,0.5159266579872508
inf,-9.810841502251984,8.688573652031714,11.252273989188652,12.028733565150496,1.8106034619003424,3.4934492746766033,2.1566424574761704,1.8929186514499534,1.796410302465901,-8.100580830311394,-4.660882373579682,-3.247385652912186,-0.9420925562284452,0.0012582502378180038,0.029428015563972565,-0.10981826478445811,-1.3383206635237386,0.6057038870153022,2.489413735407126,3.266082980799993,3.9957375272215714,4.267211623004059,3.222909443206575,1.3738819908867228,0.7922104537370842,-2.6664369104301286,-3.4375482946345457,-3.3743532225546176,-2.0400592564297995,-1.5354324020368963,2.1959110544364506,1.432487403563556,0.8847782528250008,1.005988542694574,0.5912529132178648,0.19488361859621506,-0.9517414562961903,-1.2556716901545855,-0.7744574797355739,-2.150969924646958,-3.403882562463103,0.02011118462907291,0.26627736939929747,0.5934498750476038,1.0666516282815124,0.8204608056214298,-0.8339405691146737,-0.8823153955965992,-4.6002845581486795
inf,-4.51570027304782,13.953802253862289,16.44262154233372,15.914658866858334,3.383678863610438,4.025990759018111,2.2864818947993726,5.347669825241336,4.789504926275455,4.413445388962245,3.010821442151908,0.08677325070399178,1.2282270658740941,4.421841517740297,5.26292023720309,5.048049392139539,5.2251808212124615,3.5427939157740482,3.418723741708682,5.691932383514576,4.675819402583407,4.5812180382352,5.499035477649876,4.551612377554868,3.15542756739913,3.3059708302264212,4.240024399017919,4.863390527820414,5.427034629505307,6.252869223322918,5.679726260474233,3.8793795071571324,4.1420358166669615,4.653537615564943,3.9243953085705243,5.049040692836044,4.735726117975936,4.072280416101336,4.925043769941901,4.60819015163046,-1.8105285044828534,3.2125101472517628,4.973701108280601,7.084336098311255,7.403429941600649,7.052524374683067,6.097325965971365,4.9818583776715,5.350497498128732
