Freq_0,Freq_1,Freq_2,Freq_3,Freq_4,Freq_5,Freq_6,Freq_7,Freq_8,Freq_9,Freq_10,Freq_11,Freq_12,Freq_13,Freq_14,Freq_15,Freq_16,Freq_17,Freq_18,Freq_19,Freq_20,Freq_21,Freq_22,Freq_23,Freq_24
inf,15.407728007750274,19.208354984314035,20.882401381434647,6.422637869322127,5.9546528738431554,4.113878632834918,5.607989819056577,6.779989555504621,8.399776727484728,5.283496077573638,5.381024449719554,5.818181937374547,6.9820477906834455,7.055553582394111,7.322528006634201,8.141412393220456,7.392474776353531,7.796196156030803,6.622239027011382,8.20492199245951,7.17909680782423,9.442169351157638,9.65650325016528,11.140296819489322
inf,13.818444682234105,16.873533351231124,19.1443286231176,6.33423440947216,0.7173033635299717,4.913032564461435,4.297341494494788,5.316836041249736,7.133515846780135,6.234454408915056,4.234211546249469,3.6504986106395023,3.480992004438818,4.434780491178849,6.239469017564716,4.7615133608117475,5.66569501743151,5.844481530383213,5.530107021943486,4.972804725456903,6.053384820528478,5.525138995153135,4.397489569257154,5.0500482198147125
inf,4.945197594593498,7.121781376760332,10.976789207512336,4.5483009957465725,1.5813794366542382,-1.1736550191157775,1.8496540656435414,1.2714080163072836,-1.6033002620561092,2.9737142760483124,2.1511128137584876,3.9197219702441046,3.5433101190923395,2.9551255393238236,4.1039259745406795,2.673734397035119,0.6009591563604317,3.964546240390149,3.002306791441228,3.6448412315105188,4.662841573529953,4.063606455622612,2.3674206931564328,1.6716820043863407
inf,10.9561493193745,12.805631168591553,16.61245127017056,6.612341276014192,4.844321796121424,3.253385791868851,2.1058730954910985,2.897783336684654,1.8964606114207996,2.732158144306382,3.0510466995363856,4.293348274763872,5.017408099066202,3.0395648533336157,0.05567329837445101,3.327592269050342,4.074318202699118,1.9457976038659126,0.2391575553159626,1.6193659869790835,3.8668836312687773,4.539712555568897,5.236140683824779,3.161842046767184
inf,8.615420863444132,12.175642816673003,13.977639689609521,2.0119977264991924,2.660827607130166,3.5248275826581903,3.6866332722296633,5.745411876374028,3.9602115799293998,0.7083600786478144,3.254856394898759,2.325321253872019,1.7063215559589224,2.191629951413347,1.9120575944927367,3.20249142968693,3.3194586871580043,2.7222769895435803,3.106530587237252,2.193770644512739,0.09084132887477381,1.489946445457683,7.496560999053955,7.020079536459605
inf,6.352528678588335,9.138809131514229,11.76278910950251,1.5207872820539379,2.692905853375592,1.3551129522288505,2.5280749582455755,1.9823923866041682,2.576509808100859,1.1760809026969454,1.2741897067093433,0.07927149637387743,-0.2900293181242972,-0.8837165259104935,0.26243200527113686,0.258134225516109,-0.26279304070888543,-3.2459058396336644,-2.0041194538149867,-5.326470912297729,-5.759958753863486,-2.9797107206562643,0.8387805028560251,3.0564723658475117
inf,12.04540845316918,14.82956495785643,17.399866305413205,6.601730999651554,3.5404730682355847,5.04527931899317,3.4659381164552627,2.483265132964952,-0.049941692256318504,2.7270552457804342,2.005320492030066,3.519353398406878,3.4214494604474694,2.6398441426910395,3.766489156508804,0.5712572177967914,1.193623142331532,2.48159113872061,4.11754296501649,4.518161950036777,2.209506127638626,2.9413788452315544,3.0985920982885418,1.8876598626945906
inf,12.136204528802825,15.678638856521765,17.644349037487565,7.083141257075475,9.139252559276002,4.909913450183879,6.315608415586912,7.797996143889819,4.131452090423018,3.422555395031658,2.0453649418035127,4.512712458502392,5.246462408233647,5.0794984428540175,4.324200779094184,6.866581907396814,3.995093565665627,6.457223440893799,6.795677756884409,5.9523636617900735,6.603675470937894,6.281617055356698,8.615426202220249,8.678920143625405
inf,7.202533868397349,10.714054121323215,12.546034488735252,1.779675608776735,2.1032453830015214,0.4841541637406408,-3.6907733263058446,-1.2274244501132188,-0.9639395259739274,-2.1703174981224294,0.010952397155250537,-1.052288993308217,0.9966180122094954,-2.9145153812904,-0.06309465465956521,0.47887467854747,0.20459293503218134,-1.3686757812530885,-1.887753951045724,-0.034808509910732255,-0.14243799560497905,-1.9418893797262626,-1.501319191588209,-1.018451964611188
inf,12.620265884606324,15.914136473069652,18.302524734224434,4.997540851089383,4.918485669332206,6.138016921297837,6.6199332616855,6.315844532276337,8.487267397239037,7.052985703567842,5.862164477409017,3.788382025086058,6.407737720912458,5.778719880461999,7.21680827480867,7.433621154464255,8.355774906265061,6.358685272555611,6.900266176394382,5.8409266799601625,7.619391345404537,6.917847910623834,7.398214621099861,8.782311797569498
